index,wnid,imagenet_label,hierarchy_depth,hierarchy_path
611,n03598930,jigsaw_puzzle,11,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > game > puzzle > jigsaw puzzle
612,n03599486,jinrikisha,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > wagon > cart > jinrikisha
613,n03602883,joystick,10,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > control > joystick
614,n03617480,kimono,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > robe > kimono
615,n03623198,knee_pad,9,entity > physical entity > object > whole > artifact > covering > clothing > protective garment > knee pad
616,n03627232,knot,10,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener > knot
617,n03630383,lab_coat,11,entity > physical entity > object > whole > artifact > covering > clothing > garment > overgarment > coat > lab coat
618,n03633091,ladle,9,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > ladle
619,n03637318,lampshade,9,entity > physical entity > object > whole > artifact > covering > protective covering > shade > lampshade
620,n03642806,laptop,13,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > portable computer > laptop
621,n03649909,lawn_mower,10,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > garden tool > lawn mower
622,n03657121,lens_cap,9,entity > physical entity > object > whole > artifact > covering > protective covering > cap > lens cap
623,n03658185,letter_opener,13,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > knife > letter opener
624,n03661043,library,8,entity > physical entity > object > whole > artifact > structure > building > library
625,n03662601,lifeboat,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > sea boat > lifeboat
626,n03666591,lighter,8,entity > physical entity > object > whole > artifact > instrumentality > device > lighter
627,n03670208,limousine,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > limousine
628,n03673027,liner,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > passenger ship > liner
629,n03676483,lipstick,10,entity > physical entity > object > whole > artifact > instrumentality > toiletry > cosmetic > makeup > lipstick
630,n03680355,Loafer,9,entity > physical entity > object > whole > artifact > covering > footwear > shoe > Loafer
631,n03690938,lotion,8,entity > physical entity > object > whole > artifact > instrumentality > toiletry > lotion
632,n03691459,loudspeaker,11,entity > physical entity > object > whole > artifact > instrumentality > device > electrical device > transducer > electro-acoustic transducer > loudspeaker
633,n03692522,loupe,14,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > scientific instrument > magnifier > microscope > light microscope > hand glass > loupe
634,n03697007,lumbermill,10,entity > physical entity > object > whole > artifact > structure > building complex > plant > factory > lumbermill
635,n03706229,magnetic_compass,11,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > navigational instrument > compass > magnetic compass
636,n03709823,mailbag,9,entity > physical entity > object > whole > artifact > instrumentality > container > bag > mailbag
637,n03710193,mailbox,9,entity > physical entity > object > whole > artifact > instrumentality > container > box > mailbox
638,n03710637,maillot,11,entity > physical entity > object > whole > artifact > covering > clothing > footwear > hosiery > tights > maillot
639,n03710721,maillot,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > swimsuit > maillot
640,n03717622,manhole_cover,8,entity > physical entity > object > whole > artifact > covering > top > manhole cover
641,n03720891,maraca,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > maraca
642,n03721384,marimba,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > marimba
643,n03724870,mask,7,entity > physical entity > object > whole > artifact > covering > mask
644,n03729826,matchstick,9,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > matchstick
645,n03733131,maypole,12,entity > physical entity > object > whole > artifact > instrumentality > device > support > structural member > upright > post > maypole
646,n03733281,maze,8,entity > physical entity > object > whole > artifact > instrumentality > system > maze
647,n03733805,measuring_cup,9,entity > physical entity > object > whole > artifact > instrumentality > container > measure > measuring cup
648,n03742115,medicine_chest,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > cabinet > medicine chest
649,n03743016,megalith,8,entity > physical entity > object > whole > artifact > structure > memorial > megalith
650,n03759954,microphone,11,entity > physical entity > object > whole > artifact > instrumentality > device > electrical device > transducer > electro-acoustic transducer > microphone
651,n03761084,microwave,12,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > microwave
652,n03763968,military_uniform,9,entity > physical entity > object > whole > artifact > covering > clothing > uniform > military uniform
653,n03764736,milk_can,9,entity > physical entity > object > whole > artifact > instrumentality > container > can > milk can
654,n03769881,minibus,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > bus > minibus
655,n03770439,miniskirt,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt > miniskirt
656,n03770679,minivan,15,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > van > passenger van > minivan
657,n03773504,missile,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > rocket > missile
658,n03775071,mitten,10,entity > physical entity > object > whole > artifact > covering > clothing > handwear > glove > mitten
659,n03775546,mixing_bowl,12,entity > physical entity > object > whole > artifact > article > ware > tableware > crockery > dish > bowl > mixing bowl
660,n03776460,mobile_home,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > trailer > mobile home
661,n03777568,Model_T,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > Model T
662,n03777754,modem,9,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > modem
663,n03781244,monastery,12,entity > physical entity > object > whole > artifact > structure > housing > dwelling > house > residence > religious residence > monastery
664,n03782006,monitor,9,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > monitor
665,n03785016,moped,14,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > motorcycle > minibike > moped
666,n03786901,mortar,9,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > mortar
667,n03787032,mortarboard,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > cap > mortarboard
668,n03788195,mosque,9,entity > physical entity > object > whole > artifact > structure > building > place of worship > mosque
669,n03788365,mosquito_net,9,entity > physical entity > object > whole > artifact > covering > protective covering > screen > mosquito net
670,n03791053,motor_scooter,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > motor scooter
671,n03792782,mountain_bike,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > bicycle > mountain bike
672,n03792972,mountain_tent,9,entity > physical entity > object > whole > artifact > structure > shelter > tent > mountain tent
673,n03793489,mouse,9,entity > physical entity > object > whole > artifact > instrumentality > device > electronic device > mouse
674,n03794056,mousetrap,9,entity > physical entity > object > whole > artifact > instrumentality > device > trap > mousetrap
675,n03796401,moving_van,14,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > van > moving van
676,n03803284,muzzle,9,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > muzzle
677,n03804744,nail,10,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener > nail
678,n03814639,neck_brace,10,entity > physical entity > object > whole > artifact > instrumentality > device > support > brace > neck brace
679,n03814906,necklace,9,entity > physical entity > object > whole > artifact > decoration > adornment > jewelry > necklace
680,n03825788,nipple,9,entity > physical entity > object > whole > artifact > covering > top > cap > nipple
681,n03832673,notebook,13,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > portable computer > notebook
682,n03837869,obelisk,8,entity > physical entity > object > whole > artifact > structure > column > obelisk
683,n03838899,oboe,13,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > beating-reed instrument > double-reed instrument > oboe
684,n03840681,ocarina,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > ocarina
685,n03841143,odometer,11,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > meter > odometer
686,n03843555,oil_filter,9,entity > physical entity > object > whole > artifact > instrumentality > device > filter > oil filter
687,n03854065,organ,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > keyboard instrument > organ
688,n03857828,oscilloscope,9,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > oscilloscope
689,n03866082,overskirt,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt > overskirt
690,n03868242,oxcart,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > wagon > cart > oxcart
691,n03868863,oxygen_mask,9,entity > physical entity > object > whole > artifact > instrumentality > device > breathing device > oxygen mask
692,n03871628,packet,9,entity > physical entity > object > whole > artifact > instrumentality > container > package > packet
693,n03873416,paddle,9,entity > physical entity > object > whole > artifact > instrumentality > implement > oar > paddle
694,n03874293,paddlewheel,12,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine > wheel > paddlewheel
695,n03874599,padlock,11,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener > lock > padlock
696,n03876231,paintbrush,9,entity > physical entity > object > whole > artifact > instrumentality > implement > brush > paintbrush
697,n03877472,pajama,9,entity > physical entity > object > whole > artifact > covering > clothing > nightwear > pajama
698,n03877845,palace,11,entity > physical entity > object > whole > artifact > structure > housing > dwelling > house > residence > palace
699,n03884397,panpipe,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > pipe > panpipe
700,n03887697,paper_towel,8,entity > physical entity > object > part > piece > piece of cloth > towel > paper towel
701,n03888257,parachute,9,entity > physical entity > object > whole > artifact > instrumentality > equipment > rescue equipment > parachute
702,n03888605,parallel_bars,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > sports equipment > gymnastic apparatus > parallel bars
703,n03891251,park_bench,11,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > bench > park bench
704,n03891332,parking_meter,12,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > timer > parking meter
705,n03895866,passenger_car,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > car > passenger car
706,n03899768,patio,8,entity > physical entity > object > whole > artifact > structure > area > patio
707,n03902125,pay-phone,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > telephone > pay-phone
708,n03903868,pedestal,9,entity > physical entity > object > whole > artifact > structure > supporting structure > support > pedestal
709,n03908618,pencil_box,9,entity > physical entity > object > whole > artifact > instrumentality > container > box > pencil box
710,n03908714,pencil_sharpener,9,entity > physical entity > object > whole > artifact > instrumentality > implement > sharpener > pencil sharpener
711,n03916031,perfume,8,entity > physical entity > object > whole > artifact > instrumentality > toiletry > perfume
712,n03920288,Petri_dish,11,entity > physical entity > object > whole > artifact > article > ware > tableware > crockery > dish > Petri dish
713,n03924679,photocopier,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > apparatus > duplicator > photocopier
714,n03929660,pick,8,entity > physical entity > object > whole > artifact > instrumentality > device > pick
715,n03929855,pickelhaube,12,entity > physical entity > object > whole > artifact > covering > protective covering > shield > plate > armor plate > helmet > pickelhaube
716,n03930313,picket_fence,10,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > fence > picket fence
717,n03930630,pickup,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > pickup
718,n03933933,pier,9,entity > physical entity > object > whole > artifact > instrumentality > device > support > pier
719,n03935335,piggy_bank,9,entity > physical entity > object > whole > artifact > instrumentality > container > savings bank > piggy bank
720,n03937543,pill_bottle,10,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > pill bottle
721,n03938244,pillow,8,entity > physical entity > object > whole > artifact > padding > cushion > pillow
722,n03942813,ping-pong_ball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > ping-pong ball
723,n03944341,pinwheel,12,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine > wheel > pinwheel
724,n03947888,pirate,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > pirate
725,n03950228,pitcher,9,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > pitcher
726,n03954731,plane,12,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > plane
727,n03956157,planetarium,8,entity > physical entity > object > whole > artifact > structure > building > planetarium
728,n03958227,plastic_bag,9,entity > physical entity > object > whole > artifact > instrumentality > container > bag > plastic bag
729,n03961711,plate_rack,10,entity > physical entity > object > whole > artifact > structure > supporting structure > framework > rack > plate rack
730,n03967562,plow,9,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > plow
731,n03970156,plunger,10,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > hand tool > plunger
732,n03976467,Polaroid_camera,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > photographic equipment > camera > Polaroid camera
733,n03976657,pole,9,entity > physical entity > object > whole > artifact > instrumentality > implement > rod > pole
734,n03977966,police_van,14,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > van > police van
735,n03980874,poncho,11,entity > physical entity > object > whole > artifact > covering > clothing > garment > overgarment > cloak > poncho
736,n03982430,pool_table,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > table > pool table
737,n03983396,pop_bottle,10,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > pop bottle
738,n03991062,pot,8,entity > physical entity > object > whole > artifact > instrumentality > container > pot
739,n03992509,potter's_wheel,12,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine > wheel > potter's wheel
740,n03995372,power_drill,10,entity > physical entity > object > whole > artifact > instrumentality > device > machine > power tool > power drill
741,n03998194,prayer_rug,9,entity > physical entity > object > whole > artifact > covering > floor cover > rug > prayer rug
742,n04004767,printer,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > peripheral > printer
743,n04005630,prison,11,entity > physical entity > object > whole > artifact > structure > establishment > institution > penal institution > correctional institution > prison
744,n04008634,projectile,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > projectile
745,n04009552,projector,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > optical instrument > projector
746,n04019541,puck,9,entity > physical entity > object > whole > artifact > sheet > plate > disk > puck
747,n04023962,punching_bag,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > punching bag
748,n04026417,purse,9,entity > physical entity > object > whole > artifact > instrumentality > container > bag > purse
749,n04033901,quill,10,entity > physical entity > object > whole > artifact > instrumentality > implement > writing implement > pen > quill
750,n04033995,quilt,9,entity > physical entity > object > whole > artifact > covering > cloth covering > bedclothes > quilt
751,n04037443,racer,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > racer
752,n04039381,racket,9,entity > physical entity > object > whole > artifact > instrumentality > implement > sports implement > racket
753,n04040759,radiator,9,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > radiator
754,n04041544,radio,9,entity > physical entity > object > whole > artifact > instrumentality > system > communication system > radio
755,n04044716,radio_telescope,13,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > scientific instrument > magnifier > telescope > astronomical telescope > radio telescope
756,n04049303,rain_barrel,12,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > tank > reservoir > cistern > rain barrel
757,n04065272,recreational_vehicle,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > recreational vehicle
758,n04067472,reel,11,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > winder > reel
759,n04069434,reflex_camera,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > photographic equipment > camera > reflex camera
760,n04070727,refrigerator,12,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > white goods > refrigerator
761,n04074963,remote_control,8,entity > physical entity > object > whole > artifact > instrumentality > device > remote control
762,n04081281,restaurant,8,entity > physical entity > object > whole > artifact > structure > building > restaurant
763,n04086273,revolver,13,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > firearm > pistol > revolver
764,n04090263,rifle,12,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > firearm > rifle
765,n04099969,rocking_chair,11,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > chair > rocking chair
766,n04111531,rotisserie,13,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > oven > rotisserie
767,n04116512,rubber_eraser,9,entity > physical entity > object > whole > artifact > instrumentality > implement > eraser > rubber eraser
768,n04118538,rugby_ball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > rugby ball
769,n04118776,rule,11,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > measuring stick > rule
770,n04120489,running_shoe,9,entity > physical entity > object > whole > artifact > covering > footwear > shoe > running shoe
771,n04125021,safe,10,entity > physical entity > object > whole > artifact > instrumentality > container > box > strongbox > safe
772,n04127249,safety_pin,11,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener > pin > safety pin
773,n04131690,saltshaker,9,entity > physical entity > object > whole > artifact > instrumentality > container > shaker > saltshaker
774,n04133789,sandal,9,entity > physical entity > object > whole > artifact > covering > footwear > shoe > sandal
775,n04136333,sarong,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt > sarong
776,n04141076,sax,13,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > beating-reed instrument > single-reed instrument > sax
777,n04141327,scabbard,9,entity > physical entity > object > whole > artifact > covering > protective covering > sheath > scabbard
778,n04141975,scale,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > scale
779,n04146614,school_bus,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > bus > school bus
780,n04147183,schooner,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > sailing vessel > schooner
781,n04149813,scoreboard,8,entity > physical entity > object > whole > artifact > sheet > board > scoreboard
782,n04152593,screen,10,entity > physical entity > object > whole > artifact > instrumentality > device > electronic device > display > screen
783,n04153751,screw,10,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener > screw
784,n04154565,screwdriver,10,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > hand tool > screwdriver
785,n04162706,seat_belt,11,entity > physical entity > object > whole > artifact > covering > clothing > accessory > belt > safety belt > seat belt
786,n04179913,sewing_machine,11,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > sewing machine
787,n04192698,shield,9,entity > physical entity > object > whole > artifact > covering > protective covering > armor > shield
788,n04200800,shoe_shop,11,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment > shop > shoe shop
789,n04201297,shoji,8,entity > physical entity > object > whole > artifact > covering > screen > shoji
790,n04204238,shopping_basket,9,entity > physical entity > object > whole > artifact > instrumentality > container > basket > shopping basket
791,n04204347,shopping_cart,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > handcart > shopping cart
792,n04208210,shovel,10,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > hand tool > shovel
793,n04209133,shower_cap,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > cap > shower cap
794,n04209239,shower_curtain,10,entity > physical entity > object > whole > artifact > covering > protective covering > blind > curtain > shower curtain
795,n04228054,ski,9,entity > physical entity > object > whole > artifact > instrumentality > device > runner > ski
796,n04229816,ski_mask,10,entity > physical entity > object > whole > artifact > covering > protective covering > mask > face mask > ski mask
797,n04235860,sleeping_bag,9,entity > physical entity > object > whole > artifact > instrumentality > container > bag > sleeping bag
798,n04238763,slide_rule,11,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > analog computer > slide rule
799,n04239074,sliding_door,11,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > movable barrier > door > sliding door
800,n04243546,slot,10,entity > physical entity > object > whole > artifact > instrumentality > device > machine > slot machine > slot
801,n04251144,snorkel,9,entity > physical entity > object > whole > artifact > instrumentality > device > breathing device > snorkel
802,n04252077,snowmobile,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > tracked vehicle > snowmobile
803,n04252225,snowplow,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > snowplow
804,n04254120,soap_dispenser,9,entity > physical entity > object > whole > artifact > instrumentality > container > dispenser > soap dispenser
805,n04254680,soccer_ball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > soccer ball
806,n04254777,sock,10,entity > physical entity > object > whole > artifact > covering > clothing > footwear > hosiery > sock
807,n04258138,solar_dish,9,entity > physical entity > object > whole > artifact > instrumentality > device > reflector > solar dish
808,n04259630,sombrero,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat > sombrero
809,n04263257,soup_bowl,12,entity > physical entity > object > whole > artifact > article > ware > tableware > crockery > dish > bowl > soup bowl
810,n04264628,space_bar,11,entity > physical entity > object > whole > artifact > instrumentality > implement > bar > lever > key > space bar
811,n04265275,space_heater,9,entity > physical entity > object > whole > artifact > instrumentality > device > heater > space heater
812,n04266014,space_shuttle,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > spacecraft > space shuttle
813,n04270147,spatula,12,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > turner > spatula
814,n04273569,speedboat,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > motorboat > speedboat
815,n04275548,spider_web,10,entity > physical entity > object > whole > artifact > instrumentality > device > trap > web > spider web
816,n04277352,spindle,9,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > spindle
817,n04285008,sports_car,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > sports car
818,n04286575,spotlight,10,entity > physical entity > object > whole > artifact > instrumentality > device > source of illumination > lamp > spotlight
819,n04296562,stage,9,entity > physical entity > object > whole > artifact > surface > horizontal surface > platform > stage
820,n04310018,steam_locomotive,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > locomotive > steam locomotive
821,n04311004,steel_arch_bridge,8,entity > physical entity > object > whole > artifact > structure > bridge > steel arch bridge
822,n04311174,steel_drum,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > steel drum
823,n04317175,stethoscope,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > medical instrument > stethoscope
824,n04325704,stole,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > scarf > stole
825,n04326547,stone_wall,10,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > fence > stone wall
826,n04328186,stopwatch,12,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > timer > stopwatch
827,n04330267,stove,9,entity > physical entity > object > whole > artifact > instrumentality > device > heater > stove
828,n04332243,strainer,9,entity > physical entity > object > whole > artifact > instrumentality > device > filter > strainer
829,n04335435,streetcar,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > streetcar
830,n04336792,stretcher,9,entity > physical entity > object > whole > artifact > instrumentality > conveyance > litter > stretcher
831,n04344873,studio_couch,12,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > sofa > convertible > studio couch
832,n04346328,stupa,10,entity > physical entity > object > whole > artifact > structure > building > place of worship > shrine > stupa
833,n04347754,submarine,14,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > warship > submersible > submarine
834,n04350905,suit,9,entity > physical entity > object > whole > artifact > covering > clothing > garment > suit
835,n04355338,sundial,11,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > sundial
836,n04355933,sunglass,11,entity > physical entity > object > whole > artifact > instrumentality > device > optical device > lens > converging lens > sunglass
837,n04356056,sunglasses,11,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > optical instrument > spectacles > sunglasses
838,n04357314,sunscreen,9,entity > physical entity > object > whole > artifact > instrumentality > toiletry > cream > sunscreen
839,n04366367,suspension_bridge,8,entity > physical entity > object > whole > artifact > structure > bridge > suspension bridge
840,n04367480,swab,9,entity > physical entity > object > whole > artifact > instrumentality > implement > cleaning implement > swab
841,n04370456,sweatshirt,11,entity > physical entity > object > whole > artifact > covering > clothing > garment > sweater > pullover > sweatshirt
842,n04371430,swimming_trunks,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > swimsuit > swimming trunks
843,n04371774,swing,10,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > swing
844,n04372370,switch,10,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > control > switch
845,n04376876,syringe,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > medical instrument > syringe
846,n04380533,table_lamp,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > lamp > table lamp
847,n04389033,tank,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > military vehicle > tank
848,n04392985,tape_player,9,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > tape player
849,n04398044,teapot,12,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pot > teapot
850,n04399382,teddy,7,entity > physical entity > object > whole > artifact > plaything > teddy
851,n04404412,television,10,entity > physical entity > object > whole > artifact > instrumentality > system > communication system > telecommunication system > television
852,n04409515,tennis_ball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > tennis ball
853,n04417672,thatch,9,entity > physical entity > object > whole > artifact > covering > protective covering > roof > thatch
854,n04418357,theater_curtain,10,entity > physical entity > object > whole > artifact > covering > protective covering > blind > curtain > theater curtain
855,n04423845,thimble,9,entity > physical entity > object > whole > artifact > covering > protective covering > cap > thimble
856,n04428191,thresher,10,entity > physical entity > object > whole > artifact > instrumentality > device > machine > farm machine > thresher
857,n04429376,throne,12,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > chair > chair of state > throne
858,n04435653,tile_roof,9,entity > physical entity > object > whole > artifact > covering > protective covering > roof > tile roof
859,n04442312,toaster,12,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > toaster
860,n04443257,tobacco_shop,11,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment > shop > tobacco shop
861,n04447861,toilet_seat,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > toilet seat
862,n04456115,torch,10,entity > physical entity > object > whole > artifact > instrumentality > device > source of illumination > light > torch
863,n04458633,totem_pole,8,entity > physical entity > object > whole > artifact > structure > column > totem pole
864,n04461696,tow_truck,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > tow truck
865,n04462240,toyshop,11,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment > shop > toyshop
866,n04465501,tractor,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > tractor
